12.22,11.6,12.21,11.61,1.83,1.84,1.83,2.44,10.39,10.99,9.77,10.38,10.38,10.99,10.99,10.99,-1.22,0,-0.61,-1.22
12.83,11.6,11.6,12.22,2.44,1.84,1.83,2.44,11,11.6,10.99,10.38,10.99,10.99,10.99,11.6,-1.22,0,-0.61,-0.61
12.83,12.21,12.83,12.83,2.44,2.45,2.44,3.05,11.61,12.82,11.61,10.99,11.6,11.61,11.6,11.6,-0.61,0,-0.61,-0.61
12.83,12.82,12.83,13.44,3.05,2.45,2.44,3.05,11.61,12.82,11.61,11.6,12.21,11.61,12.21,11.6,-0.61,0,-0.61,0
13.44,12.82,12.83,13.44,3.05,3.06,3.05,3.05,12.83,13.43,12.22,12.21,12.21,12.22,12.21,12.21,0,0.61,0,0.61
13.44,13.43,13.44,13.44,3.05,3.06,3.05,3.05,13.44,14.04,12.83,12.82,12.82,12.83,12.82,12.82,-0.61,0,0,0
14.66,14.04,14.05,14.05,3.66,3.06,3.05,3.66,14.05,14.65,14.05,13.43,12.82,12.83,12.82,13.43,-0.61,0,-0.61,0
14.66,14.04,14.05,14.66,3.66,3.67,3.05,3.66,14.05,14.65,14.05,13.43,13.43,13.44,13.43,13.43,0,0,-0.61,0
14.66,14.66,14.66,14.66,3.66,3.67,3.66,3.66,14.66,15.26,14.66,14.65,13.43,13.44,14.04,14.04,-0.61,0,0,-0.61
14.66,14.66,14.05,14.66,4.27,3.67,3.66,4.27,15.27,15.88,15.27,14.65,14.04,14.05,13.43,13.43,-0.61,0.61,0,0
15.88,15.27,15.88,15.27,4.27,4.28,4.27,4.27,15.27,16.49,15.27,15.26,14.65,14.66,14.65,14.04,0,0.61,0,0
16.49,15.88,15.88,15.88,4.27,4.28,4.27,4.27,15.88,17.1,15.88,15.26,14.65,14.05,14.65,14.66,0,1.22,0,0.61
15.88,15.88,16.49,16.49,4.27,4.89,4.27,4.89,16.49,17.1,16.49,15.87,15.26,15.27,15.26,15.27,0,0.61,0,0.61
16.49,15.88,15.88,16.49,4.88,4.89,4.88,4.89,16.49,17.1,15.88,16.49,15.26,14.66,15.87,15.88,0,0.61,0,0
17.1,17.1,17.1,17.1,4.88,4.89,4.27,5.5,17.1,17.71,16.49,15.87,16.48,15.88,16.49,16.49,0,1.22,0,0.61
17.71,16.49,16.49,17.1,4.88,4.28,4.88,4.89,17.1,17.71,17.1,16.49,17.71,17.1,17.71,17.71,0.61,1.83,1.22,0.61
17.71,16.49,17.1,17.1,4.88,5.5,5.49,6.11,17.71,18.32,17.1,17.1,19.54,18.93,19.54,19.54,1.22,1.83,1.22,0.61
17.71,17.71,17.71,18.32,5.49,5.5,4.88,5.5,17.71,18.32,17.1,17.1,23.2,22.6,22.59,22.59,0.61,1.22,0.61,1.22
18.93,17.71,18.32,17.71,6.1,6.11,5.49,6.11,18.32,18.32,17.1,17.71,24.42,23.82,23.81,24.43,1.22,1.83,1.22,1.22
18.93,18.32,18.32,18.94,6.1,6.11,5.49,6.11,18.32,18.93,18.32,17.71,23.81,23.21,23.2,23.2,0.61,1.22,0.61,1.22
18.93,18.93,18.93,18.94,6.1,6.11,6.1,6.11,18.32,18.93,17.71,17.71,23.2,22.6,22.59,22.59,1.22,1.83,1.22,1.22
18.93,18.32,18.93,18.94,6.1,5.5,6.1,6.11,18.32,20.15,18.93,18.32,22.59,21.99,21.98,21.98,0.61,1.83,0.61,1.22
19.54,19.54,19.54,19.55,6.1,6.72,6.1,6.72,18.32,18.93,18.32,18.32,21.37,21.38,21.37,21.98,0.61,1.22,1.22,1.22
20.15,20.15,20.15,20.16,6.72,6.72,6.1,6.72,18.93,19.54,18.32,18.32,21.37,20.77,20.76,20.76,1.22,1.83,0.61,1.22
20.76,20.76,20.15,20.77,6.72,6.72,6.71,7.33,19.55,19.54,18.93,18.93,20.76,20.77,20.76,20.76,1.22,1.83,1.22,1.22
21.38,20.76,20.76,20.77,7.33,7.33,6.71,7.33,19.55,20.15,19.54,18.93,21.37,20.77,20.76,20.76,1.22,1.83,1.22,1.83
20.76,20.76,20.76,20.77,6.72,6.72,6.71,7.33,19.55,20.15,19.54,19.54,21.37,20.77,20.76,20.76,1.22,2.44,1.83,1.83
21.38,20.76,20.76,20.77,7.33,7.33,6.71,7.33,19.55,20.15,19.54,19.54,21.37,21.38,20.76,21.37,1.22,2.44,1.22,1.83
21.38,21.37,21.37,21.99,7.33,7.33,6.71,7.94,19.55,19.54,18.93,18.32,21.37,21.38,20.76,21.37,1.22,2.44,1.22,1.22
21.99,21.37,21.98,21.99,7.33,7.33,7.32,7.94,19.55,20.15,18.93,18.93,21.98,21.99,21.98,21.37,1.83,1.83,1.83,1.22
22.6,22.59,21.98,21.99,7.33,7.94,7.32,7.33,18.93,20.15,18.93,18.93,21.98,21.38,21.37,21.98,1.22,1.83,1.22,1.83
22.6,22.59,21.98,22.6,7.94,7.33,7.32,7.94,19.55,20.15,18.93,18.93,22.59,22.6,22.59,21.98,1.22,1.83,1.83,1.83
22.6,22.59,22.6,22.6,7.94,7.94,7.32,7.94,20.16,20.15,19.54,18.93,21.98,21.99,21.98,21.98,1.22,2.44,1.83,1.83
22.6,23.2,22.6,23.21,7.94,7.94,7.32,7.94,19.55,20.15,18.93,19.54,22.59,22.6,22.59,22.59,1.83,2.44,1.83,1.83
23.82,23.2,23.21,23.21,7.33,7.94,7.32,7.94,19.55,20.15,18.93,18.93,23.2,23.21,23.2,22.59,1.83,2.44,1.83,2.44
23.82,23.82,23.21,23.82,7.94,7.94,7.32,8.55,19.55,20.76,19.54,19.54,23.81,23.21,23.2,23.2,1.83,1.83,1.83,1.83
23.82,23.2,23.21,23.82,7.94,7.94,7.32,7.94,20.16,20.15,19.54,19.54,23.2,23.21,23.2,23.2,1.83,2.44,1.83,1.83
23.82,23.82,23.82,24.43,7.94,7.94,7.93,7.94,20.16,20.15,19.54,19.54,23.81,22.6,23.2,23.2,1.83,2.44,1.83,2.44
24.43,24.43,23.82,24.43,7.94,7.94,7.93,7.94,20.16,20.76,19.54,19.54,23.81,23.82,23.2,23.82,1.83,3.05,1.83,1.83
25.04,24.43,24.43,24.43,8.55,7.94,7.93,7.94,20.16,21.37,19.54,19.54,23.81,23.21,23.2,23.2,1.22,2.44,1.83,2.44
25.04,24.43,24.43,24.43,7.94,7.94,7.93,8.55,20.16,20.15,19.54,19.54,23.81,23.21,23.81,23.82,1.83,2.44,2.44,2.44
25.04,24.43,25.04,24.43,8.55,8.55,7.93,8.55,20.16,20.76,19.54,19.54,23.81,23.82,23.81,23.82,1.83,2.44,2.44,1.83
25.04,24.43,25.04,24.43,8.55,8.55,7.93,8.55,20.16,21.37,19.54,19.54,24.42,23.82,23.81,23.82,1.83,3.05,2.44,2.44
25.04,25.65,25.04,25.65,9.16,9.16,8.55,9.16,20.77,20.76,19.54,19.54,24.42,23.82,23.81,23.82,2.44,3.66,2.44,3.05
25.04,24.43,25.04,25.04,8.55,7.94,8.55,8.55,20.77,20.76,19.54,20.15,24.42,24.43,23.81,23.82,3.05,4.28,3.66,3.66
25.65,25.65,25.65,25.65,8.55,9.16,8.55,9.16,20.16,20.76,19.54,20.15,23.81,24.43,24.42,24.43,2.44,4.28,3.05,3.66
26.26,25.65,25.65,25.65,9.16,8.55,7.93,9.16,20.16,21.37,20.15,20.15,24.42,24.43,24.42,24.43,2.44,3.66,2.44,3.05
25.65,25.04,25.65,25.65,8.55,8.55,8.55,8.55,20.77,20.76,19.54,20.15,24.42,24.43,24.42,24.43,3.05,3.05,2.44,3.05
26.26,26.26,25.65,26.26,9.16,9.16,8.55,9.16,20.16,20.76,19.54,20.15,23.81,24.43,23.81,24.43,2.44,3.05,3.05,2.44
26.26,26.26,25.65,26.26,9.16,9.16,8.55,9.16,20.16,21.37,19.54,20.15,24.42,24.43,24.42,24.43,3.05,3.05,2.44,3.05
26.87,26.26,25.65,26.26,8.55,9.16,8.55,9.16,20.16,20.76,19.54,20.15,24.42,25.04,24.42,24.43,2.44,3.05,3.05,2.44
26.26,26.26,26.26,26.26,9.16,9.16,9.16,9.16,20.77,20.76,20.15,20.15,24.42,23.82,23.81,23.82,3.05,3.66,3.05,2.44
26.87,25.65,26.26,26.26,9.16,9.16,8.55,9.77,20.16,20.76,19.54,20.15,24.42,23.82,24.42,24.43,3.05,3.66,2.44,3.05
26.26,26.26,26.26,26.26,9.16,9.16,9.16,9.77,20.77,21.37,20.15,19.54,24.42,24.43,24.42,24.43,3.05,3.05,2.44,2.44
26.87,26.26,26.26,26.26,9.77,9.16,9.77,9.16,20.77,20.76,19.54,19.54,25.03,24.43,24.42,24.43,2.44,3.66,2.44,3.05
26.26,26.26,25.65,26.26,9.77,9.77,9.16,9.16,20.16,20.76,19.54,20.15,24.42,24.43,24.42,24.43,2.44,3.05,2.44,3.05
26.87,26.26,26.26,26.26,9.16,9.77,9.16,9.77,20.77,20.76,19.54,19.54,25.03,24.43,24.42,24.43,3.05,3.66,3.05,2.44
26.87,26.87,26.26,26.87,9.77,9.77,8.55,9.77,20.16,20.76,19.54,20.15,24.42,24.43,24.42,25.04,2.44,3.05,3.05,2.44
26.87,26.26,26.26,26.26,9.16,9.77,8.55,9.77,20.16,20.76,19.54,19.54,24.42,25.04,24.42,24.43,2.44,3.05,2.44,2.44
26.87,26.26,26.26,26.87,9.77,9.77,9.16,9.77,20.16,20.76,19.54,19.54,24.42,25.04,24.42,24.43,1.83,3.05,2.44,2.44
26.26,26.26,25.65,26.26,9.16,9.77,9.16,9.77,20.16,20.15,20.15,20.15,24.42,24.43,24.42,24.43,2.44,3.05,2.44,2.44
26.87,26.87,26.87,26.87,9.77,9.77,9.16,9.77,19.55,20.15,19.54,19.54,25.03,24.43,24.42,24.43,2.44,2.44,2.44,2.44
26.87,27.48,26.87,26.87,9.77,9.77,9.16,9.77,19.55,20.76,18.93,20.15,23.81,24.43,24.42,24.43,2.44,2.44,2.44,2.44
26.87,26.87,26.87,26.87,9.77,9.16,9.16,9.77,20.16,20.15,19.54,19.54,24.42,24.43,24.42,24.43,2.44,3.05,2.44,2.44
27.48,26.87,26.87,26.26,9.16,9.16,8.55,9.77,19.55,20.76,19.54,19.54,24.42,24.43,24.42,23.82,1.83,3.05,2.44,2.44
26.87,26.26,26.26,26.26,9.16,9.77,9.16,9.77,19.55,19.54,18.93,18.93,24.42,23.82,23.81,23.82,1.83,3.66,2.44,3.05
26.87,26.87,26.87,26.87,9.16,9.16,9.16,9.16,20.16,20.15,18.93,19.54,23.81,24.43,23.81,24.43,2.44,2.44,2.44,1.83
26.87,26.26,26.26,26.26,9.77,9.16,9.16,9.16,18.93,19.54,18.32,18.32,23.81,24.43,23.81,24.43,2.44,3.05,2.44,3.05
26.87,26.87,26.87,27.48,9.77,9.77,9.16,9.77,18.93,18.93,18.32,18.32,24.42,24.43,23.81,24.43,2.44,3.05,2.44,2.44
26.87,26.87,26.26,26.87,9.77,9.16,9.16,9.16,18.93,19.54,17.71,18.32,24.42,24.43,23.81,24.43,2.44,3.05,2.44,2.44
27.48,27.48,26.87,26.87,9.77,9.77,9.77,9.77,18.32,18.93,18.32,18.32,24.42,23.82,24.42,23.82,1.83,3.05,2.44,2.44
26.87,26.26,26.26,26.26,9.77,9.77,9.16,9.16,18.93,18.93,17.71,17.71,24.42,23.82,23.81,23.82,2.44,3.05,2.44,2.44
27.48,27.48,26.87,26.87,9.77,9.77,9.16,9.77,18.93,18.93,17.71,17.71,23.81,23.82,23.2,23.82,2.44,3.05,2.44,2.44
27.48,27.48,26.87,26.87,9.77,9.16,9.16,9.77,18.32,18.93,17.1,18.32,24.42,23.82,23.81,23.82,2.44,3.05,2.44,2.44
27.48,27.48,27.48,26.87,9.16,9.16,9.16,9.16,18.32,18.93,17.71,17.71,23.81,23.82,23.81,23.82,1.83,3.05,2.44,2.44
26.87,26.87,26.87,26.26,9.16,9.16,9.16,9.77,17.71,18.32,17.1,17.71,24.42,23.82,23.81,23.82,1.83,3.05,1.83,2.44
26.87,26.87,26.87,26.87,9.77,9.77,9.16,9.16,17.71,18.32,17.1,17.71,23.81,23.82,23.81,23.2,1.83,2.44,2.44,2.44
27.48,26.87,26.87,26.87,9.16,9.16,9.16,9.77,17.71,18.93,16.49,17.71,23.81,24.43,23.81,23.82,1.83,3.05,2.44,2.44
27.48,26.87,26.87,26.87,9.16,9.77,9.16,9.77,17.71,17.71,16.49,17.1,23.81,23.82,23.2,23.82,2.44,2.44,2.44,1.83
27.48,26.87,26.87,26.87,9.77,9.16,9.16,9.77,17.71,17.71,17.1,17.1,23.81,23.82,23.2,23.82,1.83,3.05,1.83,2.44
27.48,26.87,26.87,26.87,9.16,9.16,9.16,9.16,17.1,17.71,16.49,17.1,23.81,23.21,23.2,23.82,2.44,3.05,2.44,2.44
27.48,26.87,26.87,26.87,9.16,9.16,9.16,9.16,17.1,17.71,16.49,16.49,23.2,23.21,23.2,22.59,1.83,3.05,2.44,2.44
27.48,26.87,26.87,26.87,8.55,9.16,8.55,9.16,17.1,17.71,16.49,17.1,23.2,23.21,22.59,23.82,1.83,3.05,1.83,1.83
26.87,26.87,26.26,26.87,9.16,9.16,9.16,9.77,17.1,17.71,15.88,16.49,23.81,23.21,23.2,23.2,1.83,2.44,2.44,2.44
26.87,26.87,26.26,26.26,9.16,9.16,8.55,9.16,16.49,17.1,15.88,16.49,23.2,22.6,23.2,23.2,1.83,3.05,2.44,2.44
26.87,26.87,26.26,27.48,9.16,9.16,8.55,9.16,16.49,17.1,15.88,15.87,23.81,23.21,23.2,23.2,1.83,3.05,2.44,2.44
26.87,26.87,26.26,26.87,8.55,9.16,8.55,8.55,16.49,17.1,15.88,15.87,23.2,22.6,22.59,22.59,1.83,3.05,1.83,2.44
26.87,26.87,26.26,26.87,8.55,8.55,8.55,9.16,16.49,17.1,15.27,15.87,22.59,22.6,21.98,22.59,1.22,2.44,1.83,2.44
27.48,26.87,26.87,26.87,9.16,9.16,8.55,9.16,16.49,17.1,15.27,15.87,23.2,23.21,22.59,23.2,1.83,2.44,1.83,2.44
26.87,26.87,26.26,26.87,8.55,8.55,8.55,9.16,15.88,16.49,15.27,15.87,23.2,22.6,22.59,23.2,1.83,2.44,1.83,1.83
26.87,26.87,26.26,26.87,8.55,9.16,7.93,9.16,15.27,16.49,15.27,15.87,23.2,23.21,22.59,22.59,1.83,2.44,1.83,1.83
27.48,26.26,26.26,26.26,8.55,8.55,7.93,9.16,15.88,15.88,15.27,15.26,22.59,22.6,22.59,21.98,1.83,3.05,1.83,1.83
26.87,26.26,26.26,26.87,8.55,7.94,7.93,8.55,15.27,15.88,14.66,15.26,22.59,21.99,21.98,21.98,1.83,1.83,1.83,1.22
26.87,26.87,26.26,26.87,8.55,8.55,7.93,9.16,14.66,15.88,14.66,15.26,21.98,21.99,21.98,21.98,1.22,2.44,1.22,1.83
26.87,26.87,26.87,26.26,8.55,8.55,7.93,9.16,15.27,15.88,14.66,15.26,21.98,21.99,21.98,21.98,1.22,2.44,1.83,1.83
26.87,25.65,26.26,26.26,8.55,8.55,7.93,8.55,15.27,15.26,14.05,14.65,21.98,21.99,21.98,21.98,1.22,1.83,1.83,1.83
26.87,26.87,26.26,26.26,8.55,8.55,7.93,9.16,15.27,15.26,14.05,14.65,21.98,21.99,21.37,21.98,1.22,1.83,1.83,1.83
26.87,26.26,26.26,26.26,8.55,8.55,7.93,9.16,14.66,15.26,13.44,14.65,21.98,21.99,21.98,21.98,1.22,1.83,1.22,1.22
26.87,26.26,26.26,26.26,8.55,7.94,7.93,8.55,14.66,15.26,14.05,14.04,21.98,21.99,21.98,21.37,1.22,2.44,1.83,1.83
26.87,26.26,26.26,26.26,8.55,7.94,7.93,7.94,14.66,14.65,13.44,14.04,21.98,21.99,21.98,21.98,1.22,1.83,1.22,1.22
26.26,26.26,26.26,26.26,7.94,8.55,7.93,8.55,14.05,14.65,13.44,13.43,21.37,21.38,21.37,21.98,1.22,1.83,1.83,1.83
26.26,26.26,26.26,25.65,8.55,7.94,7.93,8.55,14.05,14.65,12.83,13.43,21.37,21.38,21.37,21.98,1.22,1.83,1.22,1.22
26.26,25.65,25.65,26.26,7.94,7.94,7.93,7.94,13.44,14.65,13.44,13.43,21.37,21.38,21.37,21.37,0.61,1.22,1.22,1.22
26.26,25.65,25.65,25.65,7.94,7.94,7.32,8.55,13.44,14.04,12.83,13.43,20.76,21.38,20.76,21.37,0.61,1.83,1.22,1.22
26.26,26.26,25.65,26.26,7.94,7.94,7.93,7.94,13.44,14.04,12.83,12.82,21.37,21.38,20.76,21.37,0.61,1.83,1.22,1.22
25.65,26.26,25.65,25.65,7.94,7.94,7.32,7.94,13.44,14.04,12.83,12.82,20.76,21.38,21.37,21.37,0.61,1.83,1.22,0.61
26.26,25.65,25.65,25.04,7.33,7.33,7.32,7.33,13.44,14.04,12.22,12.21,21.37,20.77,20.76,20.76,0.61,1.22,0.61,0.61
25.65,25.65,25.65,25.65,7.94,7.33,7.32,7.33,13.44,13.43,12.22,12.82,20.76,20.77,20.76,20.76,0.61,1.22,1.22,0.61
25.65,25.65,25.65,25.65,7.94,7.33,7.32,7.33,12.83,12.82,12.22,12.82,20.76,20.77,20.76,20.76,0,1.22,0.61,0.61
25.65,25.65,25.65,25.65,7.33,7.33,7.32,7.94,12.22,12.82,11.61,12.21,21.37,20.77,20.76,20.15,0,0.61,0.61,0
25.65,25.04,25.04,25.04,7.33,7.94,6.71,7.94,12.83,12.82,12.22,12.21,20.76,20.15,20.76,20.76,-0.61,0.61,0,0.61
25.65,24.43,25.04,25.04,6.72,6.72,6.71,7.33,12.22,12.21,11.61,11.6,20.15,20.15,20.15,20.15,0,1.22,0.61,0
25.65,25.65,25.04,25.04,6.72,6.72,6.71,6.72,12.22,12.82,11.61,11.6,20.76,20.15,20.76,20.15,0,0.61,0,0
25.65,25.04,25.04,25.04,7.33,7.33,6.71,7.33,11.61,12.82,10.99,11.6,19.54,19.54,20.15,20.15,0,0.61,0,0
25.04,25.04,25.04,25.04,6.72,6.11,6.71,6.72,12.22,12.21,10.99,11.6,20.15,19.54,20.15,20.15,-0.61,0.61,0,0
25.65,25.04,25.04,25.04,6.72,6.11,6.71,7.33,11.61,11.6,10.99,11.6,20.15,19.54,20.15,19.54,-0.61,0.61,0,0
25.04,25.04,25.04,25.04,6.72,6.72,6.1,7.33,11.61,12.21,10.99,11.6,19.54,18.93,19.54,19.54,-0.61,0.61,0,0
25.04,24.43,24.43,24.43,6.72,6.72,6.71,6.72,11.61,12.21,10.38,11.6,20.15,19.54,19.54,19.54,-0.61,0,0,-0.61
25.04,25.04,24.43,25.04,6.1,6.72,6.1,6.72,11.61,11.6,10.38,10.99,19.54,19.54,19.54,19.54,-0.61,0.61,-0.61,-0.61
25.04,25.04,24.43,25.04,6.72,6.72,6.71,6.72,11.61,11.6,10.38,10.99,19.54,19.54,19.54,19.54,-0.61,0,0,0
25.04,24.43,25.04,24.43,6.1,6.11,6.1,6.72,11,11.6,9.77,10.99,19.54,19.54,19.54,19.54,-0.61,0,-0.61,-0.61
25.04,24.43,24.43,24.43,6.72,6.72,6.1,6.72,11,11.6,10.38,10.99,19.54,18.93,18.93,18.93,-0.61,0.61,-0.61,-0.61
24.43,25.04,24.43,24.43,6.72,6.11,6.1,6.72,11,11.6,9.77,10.99,19.54,18.93,19.54,18.93,-0.61,0,-0.61,0
24.43,24.43,23.82,24.43,6.1,6.11,6.1,6.72,10.39,11.6,9.77,10.38,19.54,18.32,18.93,18.32,-0.61,0.61,0,0
25.04,24.43,24.43,23.82,6.1,5.5,6.1,6.11,11,10.99,9.77,10.38,18.32,18.32,18.32,18.93,-0.61,0,-0.61,-0.61
25.04,23.82,23.82,23.82,6.1,6.11,5.49,6.11,10.39,10.99,9.77,10.38,18.93,18.93,18.93,18.93,-0.61,0,-0.61,-0.61
23.82,23.2,23.82,23.82,6.1,6.11,6.1,6.11,10.39,10.99,9.77,10.38,18.93,18.93,18.32,18.32,-1.22,0,-0.61,-0.61
23.82,23.82,23.21,23.82,5.49,5.5,5.49,6.11,10.39,9.77,9.77,9.77,18.93,18.32,18.32,18.32,-1.22,0,-0.61,-0.61
23.82,23.82,23.82,23.82,5.49,5.5,5.49,6.11,10.39,10.99,9.16,10.38,18.93,18.32,18.32,18.32,-1.22,0,-0.61,-0.61
23.82,24.43,23.82,23.82,5.49,5.5,5.49,6.11,10.39,10.38,9.77,9.77,17.71,17.71,17.71,18.32,-1.22,0,-0.61,-0.61
23.82,23.2,23.21,23.82,5.49,4.89,4.88,5.5,9.16,9.77,9.16,9.77,18.32,18.32,18.32,18.32,-0.61,0,0,0
23.82,23.82,23.82,23.82,4.88,5.5,4.88,5.5,9.16,9.77,9.16,9.77,18.32,18.32,18.32,18.32,-1.22,0,-0.61,-0.61
23.82,23.2,23.21,23.21,4.88,5.5,4.88,5.5,9.16,9.77,8.55,9.16,17.71,17.71,17.71,18.32,-0.61,0.61,-0.61,-0.61
23.82,23.82,23.21,23.82,4.88,4.89,4.88,5.5,9.16,9.77,9.16,9.16,17.71,17.71,17.71,18.32,-1.22,-0.61,-1.22,-0.61
